Bundle ID,Submission Date,Transaction Identifier,Sender License,Sender Name,Receiver License,"Receiver Name ",Net Amount,Polled At,Number Of Claims
c79d8072-2efd-35d7-9f14-92f712a843a4,30-04-2025 21:55:13,66009967,7001463160,GlobeMed Saudi,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,25566.1,04/30/2025 19:00:04,82
5258eed6-8743-3814-ad71-d7f077778c89,29-04-2025 22:00:12,65873472,7001463160,GlobeMed Saudi,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,10990.84,04/29/2025 19:05:01,1
680acd20-9773-4204-b59a-7dcd862257aa,29-04-2025 16:11:55,11236584,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
eb7f3770-0d97-4ca0-850d-b23f061b955a,29-04-2025 16:11:55,11236597,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
b7754fa3-6b78-43e5-9cbd-8ba854a6abfa,29-04-2025 16:11:54,11236758,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
462320ae-81a3-4fb0-a6c5-b54efe2b9ac0,29-04-2025 16:11:54,11181279,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
bf42ad3b-40d3-4c38-8a5c-83966517ce09,29-04-2025 16:11:53,11179563,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
36a26f80-c17e-47d9-b855-c0b5cbf998eb,29-04-2025 16:11:53,11181466,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
9faef9f1-1516-4d6c-b370-caaeee681363,29-04-2025 16:11:52,11181228,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
e2351646-50f7-486e-8cb1-850b0a4bb20a,29-04-2025 16:11:52,11179516,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
4801ffbb-9dbd-4eec-a462-b48bec96cf97,29-04-2025 16:11:51,11181471,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
dbbe3f79-f5d6-4708-9f44-1ca33d92270f,29-04-2025 16:11:51,11179309,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
782422ee-46a0-482d-960e-8cb5e208ab12,29-04-2025 16:11:50,11179614,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
885b379a-af88-47f7-93f2-dc2b0e025ca9,29-04-2025 16:11:49,11181616,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
2f277906-9c53-4036-a7dc-600bb51b1d37,29-04-2025 16:11:48,11179281,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
c51766e4-e096-4dfa-ab5b-f457834e787c,29-04-2025 16:11:48,11179383,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
bf44ec3d-3916-4f80-a87a-b027ee2f8a86,29-04-2025 16:11:47,11179526,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
c96463a0-7235-402c-9ee8-86073de42976,29-04-2025 16:11:47,11317236,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
360587da-99c7-4d3a-9033-af34d74ef622,29-04-2025 16:11:46,11237064,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
abb161e1-307f-47d6-82e5-54acb857f247,29-04-2025 16:11:46,11317108,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
f3031db6-72c8-44a7-9adc-baddb299039c,29-04-2025 16:11:45,11236351,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
188b8975-dae9-44e8-9318-7f219bb0acfe,29-04-2025 16:11:45,11236659,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
b62bc9a6-4bb6-461a-879a-696756a41889,29-04-2025 16:11:44,11236801,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
7acd6769-9bf7-422c-9e72-4dd4219e8f89,29-04-2025 16:11:43,11317089,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
e8d30f05-56c7-47f8-8916-977a3d3e40e9,29-04-2025 16:11:42,11318361,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
8e793466-64d1-40e4-9e5d-2d4fd30a0205,29-04-2025 16:11:42,11317049,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
1e20cde9-1268-4dd0-a073-af8ab05e4475,29-04-2025 16:11:41,11317099,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:20:04,1
7ec2b524-ca72-4fbe-9bcf-7be7e6335bbf,29-04-2025 16:11:41,11326878,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:15:03,1
4afd2145-1c11-497f-8f87-71d7a34c58f6,29-04-2025 16:11:39,11326904,7001532279,Gulf Union Cooperative Insurance Company,10000000030262,Al-Hayat National Hospital - Unaizah - Al-Qassim,0,04/29/2025 13:15:03,1
